340,2.45872
341,1.1176
342,0.044704
343,0
344,0
345,0
346,0
347,0
348,0
349,0
350,0
351,0
352,0
353,0
354,0
355,0.044704
356,0.134112
357,0.22352
358,0.268224
359,0.22352
360,0.089408
361,0
362,0
363,0
364,0
365,0
366,0
367,0.044704
368,0
369,0
370,0
371,0.044704
372,0.044704
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,0
381,0
382,0
383,0
384,0
385,0
386,0
387,0
388,0
389,0
390,0
391,0
392,0
393,0
394,0
395,0.089408
396,0.715264
397,1.34112
398,1.34112
399,0.938784
400,1.028192
401,2.056384
402,3.486912
403,4.425696
404,4.783328
405,4.559808
406,4.515104
407,4.783328
408,4.872736
409,5.096256
410,4.962144
411,4.4704
412,3.933952
413,3.665728
414,3.844544
415,4.559808
416,5.275072
417,5.81152
418,5.945632
419,5.722112
420,5.230368
421,5.230368
422,5.543296
423,6.124448
424,6.437376
425,6.392672
426,6.571488
427,6.750304
428,6.839712
429,7.063232
430,6.48208
431,5.453888
432,4.962144
433,5.36448
434,5.856224
435,5.453888
436,3.978656
437,3.442208
438,3.397504
439,3.57632
440,2.45872
441,1.475232
442,1.072896
443,0.625856
444,0.268224
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0.044704
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0.44704
496,1.832864
497,3.308096
498,4.559808
499,5.051552
500,5.275072
501,5.453888
502,6.392672
503,7.15264
504,7.957312
505,8.314944
506,8.761984
507,9.030208
508,8.896096
509,8.806688
510,9.298432
511,9.38784
512,8.404352
513,7.867904
514,5.81152
515,3.3528
516,1.296416
517,0.357632
518,0
519,0.089408
520,0.312928
521,0.625856
522,1.028192
523,1.207008
524,1.34112
525,1.207008
526,0.536448
527,0.044704
528,0.312928
529,0.804672
530,1.385824
531,1.743456
532,2.369312
533,3.486912
534,4.336288
535,4.604512
536,4.559808
537,4.202176
538,3.173984
539,3.039872
540,3.978656
541,4.738624
542,5.319776
543,6.92912
544,8.761984
545,10.192512
546,11.220704
547,11.62304
548,11.935968
549,12.204192
550,12.383008
551,12.338304
552,12.204192
553,11.488928
554,10.416032
555,9.209024
556,7.957312
557,6.660896
558,5.051552
559,3.308096
560,2.056384
561,0.759968
562,0.312928
563,0
564,0
565,0
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,0
584,0
585,0
586,0
587,0
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,0
597,0
598,0
