0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0.134112
8,0
9,0.089408
10,0.134112
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0.044704
28,0.089408
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0.178816
48,1.251712
49,2.503424
50,3.12928
51,3.397504
52,3.397504
53,2.771648
54,2.861056
55,3.397504
56,4.24688
57,3.978656
58,3.844544
59,4.291584
60,5.543296
61,6.7056
62,7.957312
63,9.38784
64,10.237216
65,9.700768
66,8.136128
67,6.48208
68,4.559808
69,2.503424
70,1.1176
71,0.938784
72,1.385824
73,2.548128
74,4.02336
75,4.828032
76,4.828032
77,4.24688
78,2.90576
79,1.743456
80,1.162304
81,0.44704
82,0.357632
83,0.044704
84,0
85,0
86,0
87,0
88,0.134112
89,0.089408
90,0
91,0
92,0
93,0
94,0
95,0
96,1.207008
97,3.710432
98,5.543296
99,7.018528
100,7.778496
101,7.733792
102,7.689088
103,6.750304
104,5.006848
105,3.844544
106,2.637536
107,2.414016
108,3.039872
109,3.084576
110,2.145792
111,2.548128
112,3.173984
113,3.039872
114,2.637536
115,2.68224
116,2.68224
117,2.637536
118,2.503424
119,2.45872
120,3.218688
121,4.425696
122,4.828032
123,5.096256
124,5.319776
125,5.409184
126,5.632704
127,5.498592
128,4.738624
129,4.425696
130,4.202176
131,3.978656
132,3.397504
133,2.726944
134,2.2352
135,1.654048
136,1.162304
137,0.44704
138,0.357632
139,0.044704
140,0.178816
141,0.089408
142,0
143,0
144,0
145,0.581152
146,2.68224
147,4.559808
148,5.409184
149,6.169152
150,6.750304
151,7.242048
152,7.107936
153,7.15264
154,7.510272
155,7.8232
156,8.04672
157,8.761984
158,9.700768
159,10.326624
160,10.594848
161,10.773664
162,10.95248
163,11.176
164,11.265408
165,10.997184
166,10.863072
167,10.416032
168,10.147808
169,9.879584
170,9.656064
171,9.432544
172,9.074912
173,8.583168
174,7.59968
175,6.213856
176,6.303264
177,6.526784
178,6.526784
179,6.48208
180,6.437376
181,6.347968
182,6.347968
183,5.900928
184,5.14096
185,3.755136
186,2.45872
187,1.654048
188,1.296416
189,0.581152
190,0.357632
191,0.134112
192,0.044704
193,0.044704
194,0
195,0.581152
196,1.743456
197,4.425696
198,7.107936
199,8.627872
200,9.253728
201,9.566656
202,9.566656
203,9.16432
204,8.49376
205,7.465568
206,5.856224
207,5.006848
208,6.660896
209,8.851392
210,10.639552
211,11.488928
212,11.712448
213,11.801856
214,10.416032
215,8.761984
216,8.449056
217,8.627872
218,8.672576
219,8.27024
220,7.8232
221,7.331456
222,6.973824
223,6.973824
224,7.15264
225,7.510272
226,7.8232
227,8.04672
228,8.761984
229,9.700768
230,10.50544
231,10.997184
232,11.176
233,10.863072
234,10.326624
235,9.253728
236,7.689088
237,6.03504
238,4.112768
239,1.475232
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0.089408
255,0.89408
256,2.01168
257,2.861056
258,3.218688
259,3.397504
260,3.218688
261,2.950464
262,2.90576
263,2.279904
264,1.966976
265,2.45872
266,1.34112
267,1.519936
268,1.34112
269,1.296416
270,0.581152
271,0.357632
272,0.134112
273,0
274,0
275,0.134112
276,2.101088
277,4.336288
278,6.213856
279,7.465568
280,8.538464
281,9.16432
282,9.16432
283,8.806688
284,8.896096
285,9.119616
286,9.343136
287,9.566656
288,9.790176
289,10.013696
290,9.879584
291,9.566656
292,9.298432
293,9.074912
294,9.16432
295,8.627872
296,7.733792
297,7.644384
298,7.465568
299,6.392672
300,5.319776
301,4.783328
302,4.559808
303,4.202176
304,4.738624
305,5.722112
306,6.124448
307,5.498592
308,4.649216
309,3.844544
310,2.45872
311,1.430528
312,0.89408
313,0.268224
314,0
315,0
316,0
317,0
318,0
319,0
320,0
321,0
322,0
323,1.1176
324,2.726944
325,2.45872
326,1.430528
327,1.609344
328,2.726944
329,4.068064
330,4.380992
331,3.844544
332,3.039872
333,2.637536
334,2.503424
335,2.68224
336,3.218688
337,3.755136
338,4.157472
339,3.397504
